RowID,Diameter(cm),Height(cm),Date,Location,Species,Browsed,Coordinates,Notes,CanopyScore,Browsed_raw,Browsed_norm,height_cm,diam_cm,canopy_score,LifeStage,Species_code,oak_group,Site
210,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
211,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
212,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
213,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
214,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
215,,15,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,15.0,,,Seedling,R,red_oak,Fern Station
216,,10,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station
217,,10,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station
218,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
219,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
220,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
221,,8,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,8.0,,,Seedling,R,red_oak,Fern Station
222,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
223,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
224,,15,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,W,white_oak,Fern Station
225,,10,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station
226,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
227,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station
228,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
229,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
230,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
231,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
232,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
233,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
234,,25,2024-09-15 00:00:00,Fern Station,R,N,Unknown,↓,,N,Not browsed,25.0,,,Seedling,R,red_oak,Fern Station
235,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,Transect 2,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station
236,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station
237,,10,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station
238,,25,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,25.0,,,Seedling,R,red_oak,Fern Station
239,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
240,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
241,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
242,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
243,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
244,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
245,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
246,,10,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station
247,,15,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,W,white_oak,Fern Station
248,,10,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station
249,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
250,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station
251,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station
252,,20,2024-09-15 00:00:00,Fern Station,W,B,Unknown,|,,B,Browsed,20.0,,,Seedling,W,white_oak,Fern Station
253,,10,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station
254,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station
255,,15,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,W,white_oak,Fern Station
256,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station
257,,25,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,25.0,,,Seedling,R,red_oak,Fern Station
258,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
259,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,20.0,,,Seedling,R,red_oak,Fern Station
260,,30,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,30.0,,,Seedling,R,red_oak,Fern Station
261,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
262,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,↓,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
263,,15,2024-09-15 00:00:00,Fern Station,W,N,Unknown,Transect 4,,N,Not browsed,15.0,,,Seedling,W,white_oak,Fern Station
264,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,20.0,,,Seedling,R,red_oak,Fern Station
265,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,20.0,,,Seedling,R,red_oak,Fern Station
266,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,20.0,,,Seedling,R,red_oak,Fern Station
267,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
268,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
269,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
270,,25,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,25.0,,,Seedling,R,red_oak,Fern Station
271,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
272,,25,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,25.0,,,Seedling,R,red_oak,Fern Station
273,,35,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,35.0,,,Seedling,R,red_oak,Fern Station
274,,30,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,30.0,,,Seedling,R,red_oak,Fern Station
275,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,20.0,,,Seedling,R,red_oak,Fern Station
276,,25,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,25.0,,,Seedling,R,red_oak,Fern Station
277,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
278,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
279,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,20.0,,,Seedling,R,red_oak,Fern Station
280,,30,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,30.0,,,Seedling,R,red_oak,Fern Station
281,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,20.0,,,Seedling,R,red_oak,Fern Station
282,,30,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,30.0,,,Seedling,R,red_oak,Fern Station
283,,35,2024-09-15 00:00:00,Fern Station,W,B,Unknown,|,,B,Browsed,35.0,,,Seedling,W,white_oak,Fern Station
284,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
285,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
286,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
287,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
288,,30,2024-09-15 00:00:00,Fern Station,W,B,Unknown,|,,B,Browsed,30.0,,,Seedling,W,white_oak,Fern Station
289,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
290,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
291,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
292,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
293,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
294,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
295,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
296,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
297,,15,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,15.0,,,Seedling,R,red_oak,Fern Station
298,,25,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,25.0,,,Seedling,R,red_oak,Fern Station
299,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,20.0,,,Seedling,R,red_oak,Fern Station
300,,25,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,25.0,,,Seedling,R,red_oak,Fern Station
301,,30,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,30.0,,,Seedling,R,red_oak,Fern Station
302,,30,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,30.0,,,Seedling,R,red_oak,Fern Station
303,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station
304,,25,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,25.0,,,Seedling,R,red_oak,Fern Station
305,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
306,,30,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,30.0,,,Seedling,R,red_oak,Fern Station
307,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
308,,10,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,10.0,,,Seedling,R,red_oak,Fern Station
309,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
310,,5,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,5.0,,,Seedling,R,red_oak,Fern Station
311,,30,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,30.0,,,Seedling,R,red_oak,Fern Station
312,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
313,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
314,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station
315,,25,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,25.0,,,Seedling,W,white_oak,Fern Station
316,,30,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,30.0,,,Seedling,R,red_oak,Fern Station
317,,35,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,35.0,,,Seedling,R,red_oak,Fern Station
318,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
319,,15,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,15.0,,,Seedling,R,red_oak,Fern Station
320,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,20.0,,,Seedling,R,red_oak,Fern Station
321,,25,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,25.0,,,Seedling,R,red_oak,Fern Station
322,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
323,,25,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,25.0,,,Seedling,R,red_oak,Fern Station
324,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
325,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
326,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station
327,,25,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,25.0,,,Seedling,R,red_oak,Fern Station
328,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,↓,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station
329,,15,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
330,,12,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,12.0,,,Seedling,QURU,red_oak,Nature Park
331,,10,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
332,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
333,,25,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,25.0,,,Seedling,QURU,red_oak,Nature Park
334,,10,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
335,,10,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
336,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
337,,10,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
338,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
339,,10,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
340,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
341,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
342,,5,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,5.0,,,Seedling,QURU,red_oak,Nature Park
343,,15,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
344,,20,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
345,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
346,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
347,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
348,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
349,,15,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
350,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
351,,15,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
352,,30,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,30.0,,,Seedling,QURU,red_oak,Nature Park
353,,15,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
354,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
355,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
356,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
357,,15,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
358,,35,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,35.0,,,Seedling,QURU,red_oak,Nature Park
359,,15,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
360,,15,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
361,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
362,,25,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,25.0,,,Seedling,QURU,red_oak,Nature Park
363,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
364,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
365,,10,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
366,,25,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,25.0,,,Seedling,QURU,red_oak,Nature Park
367,,15,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
368,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
369,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
370,,30,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,30.0,,,Seedling,QURU,red_oak,Nature Park
371,,15,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
372,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
373,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
374,,10,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
375,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
376,,25,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,Browsed,25.0,,,Seedling,QURU,red_oak,Nature Park
377,,25,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,Browsed,25.0,,,Seedling,QURU,red_oak,Nature Park
378,,25,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,25.0,,,Seedling,QURU,red_oak,Nature Park
379,,30,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,30.0,,,Seedling,QURU,red_oak,Nature Park
380,,30,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,30.0,,,Seedling,QURU,red_oak,Nature Park
381,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
382,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
383,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
384,,25,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,Browsed,25.0,,,Seedling,QURU,red_oak,Nature Park
385,,10,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
386,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
387,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
388,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
389,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
390,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
391,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
392,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
393,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
394,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
395,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
396,,10,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
397,,10,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
398,,10,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
399,,20,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
400,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
401,,25,2024-09-22 00:00:00,SHS,QURU,B,Unknown,SHS = Sassafrass Hill South,,B,Browsed,25.0,,,Seedling,QURU,red_oak,Nature Park
402,,15,2024-09-22 00:00:00,SHS,QURU,N,Unknown,,,N,Not browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
403,,20,2024-09-22 00:00:00,SHS,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
404,,25,2024-09-22 00:00:00,SHS,QURU,B,Unknown,,,B,Browsed,25.0,,,Seedling,QURU,red_oak,Nature Park
405,,10,2024-09-22 00:00:00,SHS,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
406,,10,2024-09-22 00:00:00,SHS,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park
407,,15,2024-09-22 00:00:00,SHS,QURU,N,Unknown,,,N,Not browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
408,,20,2024-09-22 00:00:00,SHS,QURU,N,Unknown,,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
409,,20,2024-09-22 00:00:00,SHS,QURU,N,Unknown,,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park
410,,22,2024-09-22 00:00:00,SHS,QURU,N,Unknown,,,N,Not browsed,22.0,,,Seedling,QURU,red_oak,Nature Park
411,,15,2024-09-22 00:00:00,SHS,QURU,N,Unknown,,,N,Not browsed,15.0,,,Seedling,QURU,red_oak,Nature Park
