RowID,Diameter(cm),Height(cm),Date,Location,Species,Browsed,Coordinates,Notes,CanopyScore,Browsed_raw,Browsed_norm,height_cm,diam_cm,canopy_score,LifeStage,Species_code,oak_group,Site,height_class,Lat,Lon
192,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
193,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
194,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
195,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
196,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
197,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
198,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
199,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
200,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
201,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
202,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
203,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
204,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
205,,25,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,25.0,,,Seedling,R,red_oak,Fern Station,10–30,,
206,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
207,,15,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
208,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
209,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
210,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
211,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
212,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
213,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
214,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
215,,15,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
216,,10,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station,10–30,,
217,,10,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station,10–30,,
218,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
219,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
220,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
221,,8,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,8.0,,,Seedling,R,red_oak,Fern Station,<10,,
222,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
223,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
224,,15,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,W,white_oak,Fern Station,10–30,,
225,,10,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station,10–30,,
226,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
227,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station,10–30,,
228,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
229,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
230,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
231,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
232,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
233,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
234,,25,2024-09-15 00:00:00,Fern Station,R,N,Unknown,↓,,N,Not browsed,25.0,,,Seedling,R,red_oak,Fern Station,10–30,,
235,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,Transect 2,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station,10–30,,
236,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station,10–30,,
237,,10,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station,10–30,,
238,,25,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,25.0,,,Seedling,R,red_oak,Fern Station,10–30,,
239,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
240,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
241,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
242,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
243,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
244,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
245,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
246,,10,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station,10–30,,
247,,15,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,W,white_oak,Fern Station,10–30,,
248,,10,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station,10–30,,
249,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
250,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station,10–30,,
251,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station,10–30,,
252,,20,2024-09-15 00:00:00,Fern Station,W,B,Unknown,|,,B,Browsed,20.0,,,Seedling,W,white_oak,Fern Station,10–30,,
253,,10,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,W,white_oak,Fern Station,10–30,,
254,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station,10–30,,
255,,15,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,W,white_oak,Fern Station,10–30,,
256,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station,10–30,,
257,,25,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,25.0,,,Seedling,R,red_oak,Fern Station,10–30,,
258,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
259,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
260,,30,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,30.0,,,Sapling,R,red_oak,Fern Station,30–60,,
261,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
262,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,↓,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
263,,15,2024-09-15 00:00:00,Fern Station,W,N,Unknown,Transect 4,,N,Not browsed,15.0,,,Seedling,W,white_oak,Fern Station,10–30,,
264,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
265,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
266,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
267,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
268,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
269,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
270,,25,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,25.0,,,Seedling,R,red_oak,Fern Station,10–30,,
271,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
272,,25,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,25.0,,,Seedling,R,red_oak,Fern Station,10–30,,
273,,35,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,35.0,,,Sapling,R,red_oak,Fern Station,30–60,,
274,,30,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,30.0,,,Sapling,R,red_oak,Fern Station,30–60,,
275,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
276,,25,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,25.0,,,Seedling,R,red_oak,Fern Station,10–30,,
277,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
278,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
279,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
280,,30,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,30.0,,,Sapling,R,red_oak,Fern Station,30–60,,
281,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
282,,30,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,30.0,,,Sapling,R,red_oak,Fern Station,30–60,,
283,,35,2024-09-15 00:00:00,Fern Station,W,B,Unknown,|,,B,Browsed,35.0,,,Sapling,W,white_oak,Fern Station,30–60,,
284,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
285,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
286,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
287,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
288,,30,2024-09-15 00:00:00,Fern Station,W,B,Unknown,|,,B,Browsed,30.0,,,Sapling,W,white_oak,Fern Station,30–60,,
289,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
290,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
291,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
292,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
293,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
294,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
295,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
296,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
297,,15,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
298,,25,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,25.0,,,Seedling,R,red_oak,Fern Station,10–30,,
299,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
300,,25,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,25.0,,,Seedling,R,red_oak,Fern Station,10–30,,
301,,30,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,30.0,,,Sapling,R,red_oak,Fern Station,30–60,,
302,,30,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,30.0,,,Sapling,R,red_oak,Fern Station,30–60,,
303,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,W,white_oak,Fern Station,10–30,,
304,,25,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,25.0,,,Seedling,R,red_oak,Fern Station,10–30,,
305,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
306,,30,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,30.0,,,Sapling,R,red_oak,Fern Station,30–60,,
307,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
308,,10,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
309,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
310,,5,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,5.0,,,Seedling,R,red_oak,Fern Station,<10,,
311,,30,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,30.0,,,Sapling,R,red_oak,Fern Station,30–60,,
312,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
313,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
314,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,10.0,,,Seedling,R,red_oak,Fern Station,10–30,,
315,,25,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,Not browsed,25.0,,,Seedling,W,white_oak,Fern Station,10–30,,
316,,30,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,30.0,,,Sapling,R,red_oak,Fern Station,30–60,,
317,,35,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,35.0,,,Sapling,R,red_oak,Fern Station,30–60,,
318,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
319,,15,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
320,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
321,,25,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,Browsed,25.0,,,Seedling,R,red_oak,Fern Station,10–30,,
322,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
323,,25,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,25.0,,,Seedling,R,red_oak,Fern Station,10–30,,
324,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
325,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
326,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,20.0,,,Seedling,R,red_oak,Fern Station,10–30,,
327,,25,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,Not browsed,25.0,,,Seedling,R,red_oak,Fern Station,10–30,,
328,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,↓,,N,Not browsed,15.0,,,Seedling,R,red_oak,Fern Station,10–30,,
329,,15,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
330,,12,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,12.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
331,,10,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
332,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
333,,25,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,25.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
334,,10,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
335,,10,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
336,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
337,,10,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
338,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
339,,10,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
340,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
341,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
342,,5,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,5.0,,,Seedling,QURU,red_oak,Nature Park,<10,,
343,,15,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
344,,20,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
345,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
346,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
347,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
348,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
349,,15,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
350,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
351,,15,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
352,,30,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,30.0,,,Sapling,QURU,red_oak,Nature Park,30–60,,
353,,15,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
354,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
355,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
356,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
357,,15,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
358,,35,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,35.0,,,Sapling,QURU,red_oak,Nature Park,30–60,,
359,,15,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
360,,15,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
361,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
362,,25,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,25.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
363,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
364,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
365,,10,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
366,,25,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,25.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
367,,15,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
368,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
369,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
370,,30,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,30.0,,,Sapling,QURU,red_oak,Nature Park,30–60,,
371,,15,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
372,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
373,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,Browsed,20.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
374,,10,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,Not browsed,10.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
375,,15,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,Browsed,15.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
376,,25,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,Browsed,25.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
377,,25,2024-09-22 00:00:00,Sassafrass Hill,QURU,B,Unknown,,,B,Browsed,25.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
378,,25,2024-09-22 00:00:00,Sassafrass Hill,QURU,N,Unknown,,,N,Not browsed,25.0,,,Seedling,QURU,red_oak,Nature Park,10–30,,
