RowID,Diameter(cm),Height(cm),Date,Location,Species,Browsed,Coordinates,Notes,CanopyScore,Browsed_raw,Browsed_norm,height_cm,diam_cm,canopy_score,LifeStage,Species_code,oak_group,Site,browsed_bin,Date_parsed,height_class,coord_lat,coord_lon
186,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
187,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
188,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
189,,25,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,25.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
190,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
191,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
192,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
193,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
194,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
195,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
196,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
197,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
198,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
199,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
200,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
201,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
202,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
203,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
204,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
205,,25,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,25.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
206,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
207,,15,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
208,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
209,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
210,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
211,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
212,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
213,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
214,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
215,,15,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
216,,10,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,,10.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,10–29 cm,,
217,,10,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,,10.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,10–29 cm,,
218,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
219,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
220,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
221,,8,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,8.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,<10 cm,,
222,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
223,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
224,,15,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,,15.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,10–29 cm,,
225,,10,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,,10.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,10–29 cm,,
226,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
227,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,,20.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,10–29 cm,,
228,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
229,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
230,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
231,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
232,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
233,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
234,,25,2024-09-15 00:00:00,Fern Station,R,N,Unknown,↓,,N,,25.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
235,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,Transect 2,,N,,20.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,10–29 cm,,
236,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,,20.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,10–29 cm,,
237,,10,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,,10.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,10–29 cm,,
238,,25,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,25.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
239,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
240,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
241,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
242,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
243,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
244,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
245,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
246,,10,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,,10.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,10–29 cm,,
247,,15,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,,15.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,10–29 cm,,
248,,10,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,,10.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,10–29 cm,,
249,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
250,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,,20.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,10–29 cm,,
251,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,,20.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,10–29 cm,,
252,,20,2024-09-15 00:00:00,Fern Station,W,B,Unknown,|,,B,,20.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,10–29 cm,,
253,,10,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,,10.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,10–29 cm,,
254,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,,20.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,10–29 cm,,
255,,15,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,,15.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,10–29 cm,,
256,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,,20.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,10–29 cm,,
257,,25,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,25.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
258,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
259,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
260,,30,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,30.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,30–99 cm,,
261,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
262,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,↓,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
263,,15,2024-09-15 00:00:00,Fern Station,W,N,Unknown,Transect 4,,N,,15.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,10–29 cm,,
264,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
265,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
266,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
267,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
268,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
269,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
270,,25,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,25.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
271,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
272,,25,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,25.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
273,,35,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,35.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,30–99 cm,,
274,,30,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,30.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,30–99 cm,,
275,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
276,,25,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,25.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
277,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
278,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
279,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
280,,30,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,30.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,30–99 cm,,
281,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
282,,30,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,30.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,30–99 cm,,
283,,35,2024-09-15 00:00:00,Fern Station,W,B,Unknown,|,,B,,35.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,30–99 cm,,
284,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
285,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
286,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
287,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
288,,30,2024-09-15 00:00:00,Fern Station,W,B,Unknown,|,,B,,30.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,30–99 cm,,
289,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
290,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
291,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
292,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
293,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
294,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
295,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
296,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
297,,15,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
298,,25,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,25.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
299,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
300,,25,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,25.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
301,,30,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,30.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,30–99 cm,,
302,,30,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,30.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,30–99 cm,,
303,,20,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,,20.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,10–29 cm,,
304,,25,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,25.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
305,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
306,,30,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,30.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,30–99 cm,,
307,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
308,,10,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
309,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
310,,5,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,5.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,<10 cm,,
311,,30,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,30.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,30–99 cm,,
312,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
313,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
314,,10,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,10.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
315,,25,2024-09-15 00:00:00,Fern Station,W,N,Unknown,|,,N,,25.0,,,Seedling,W,white_oak,Fern Station,,2024-09-15,10–29 cm,,
316,,30,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,30.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,30–99 cm,,
317,,35,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,35.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,30–99 cm,,
318,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
319,,15,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
320,,20,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
321,,25,2024-09-15 00:00:00,Fern Station,R,B,Unknown,|,,B,,25.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
322,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
323,,25,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,25.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
324,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
325,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
326,,20,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,20.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
327,,25,2024-09-15 00:00:00,Fern Station,R,N,Unknown,|,,N,,25.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
328,,15,2024-09-15 00:00:00,Fern Station,R,N,Unknown,↓,,N,,15.0,,,Seedling,R,red_oak,Fern Station,,2024-09-15,10–29 cm,,
329,,15,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
330,,12,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,,12.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
331,,10,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
332,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
333,,25,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,25.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
334,,10,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
335,,10,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
336,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
337,,10,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
338,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
339,,10,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
340,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
341,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
342,,5,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,,5.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,<10 cm,,
343,,15,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
344,,20,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
345,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
346,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
347,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
348,,10,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,10.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
349,,15,2024-09-19 00:00:00,W2,QURU,N,Unknown,,,N,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
350,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
351,,15,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
352,,30,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,30.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,30–99 cm,,
353,,15,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
354,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
355,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
356,,20,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,20.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
357,,15,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,15.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,10–29 cm,,
358,,35,2024-09-19 00:00:00,W2,QURU,B,Unknown,,,B,,35.0,,,Seedling,QURU,red_oak,Nature Park,,2024-09-19,30–99 cm,,
